"","subjectid","activity","feature","mean_measure"
"112","1","STANDING","FFTBodyAccelerometerstd",-0.982086235597484
"113","1","STANDING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.99254247754717
"114","1","STANDING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.422220102264151
"115","1","STANDING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.992536003396226
"116","1","STANDING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.994815376981132
"117","1","STANDING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.334498734301887
"118","1","STANDING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.994671123207547
"119","1","STANDING","FFTBodyBodyGyroscopeMagnitudemean",-0.984617623396226
"120","1","STANDING","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.0286057725328302
"121","1","STANDING","FFTBodyBodyGyroscopeMagnitudestd",-0.978466072075472
"122","1","STANDING","FFTBodyGyroscopemean",-0.98538145490566
"123","1","STANDING","FFTBodyGyroscopemeanFreq",-0.021468194427044
"124","1","STANDING","FFTBodyGyroscopestd",-0.985650062138365
"125","1","STANDING","tBodyAccelerometerJerkMagnitudemean",-0.992367790566038
"126","1","STANDING","tBodyAccelerometerJerkMagnitudestd",-0.993096209433962
"127","1","STANDING","tBodyAccelerometerJerkmean",0.0265557118692075
"128","1","STANDING","tBodyAccelerometerJerkstd",-0.990834817358491
"129","1","STANDING","tBodyAccelerometerMagnitudemean",-0.984278207358491
"130","1","STANDING","tBodyAccelerometerMagnitudestd",-0.981942928867925
"131","1","STANDING","tBodyAccelerometermean",0.0507260737389937
"132","1","STANDING","tBodyAccelerometerstd",-0.98290861163522
"133","1","STANDING","tBodyGyroscopeJerkMagnitudemean",-0.994966790566038
"134","1","STANDING","tBodyGyroscopeJerkMagnitudestd",-0.994733238679245
"135","1","STANDING","tBodyGyroscopeJerkmean",-0.0642075157899371
"136","1","STANDING","tBodyGyroscopeJerkstd",-0.993397163836478
"137","1","STANDING","tBodyGyroscopeMagnitudemean",-0.976493792830189
"138","1","STANDING","tBodyGyroscopeMagnitudestd",-0.978690028679245
"139","1","STANDING","tBodyGyroscopemean",-0.00286140159301887
"140","1","STANDING","tBodyGyroscopestd",-0.985190671194969
"141","1","STANDING","tGravityAccelerometerMagnitudemean",-0.984278207358491
"142","1","STANDING","tGravityAccelerometerMagnitudestd",-0.981942928867925
"143","1","STANDING","tGravityAccelerometermean",0.227819583478616
"144","1","STANDING","tGravityAccelerometerstd",-0.983771002201258
"145","1","WALKING","angletBodyAccelerometerJerkMeangravityMean",-0.00793037848421052
"146","1","WALKING","angletBodyAccelerometerMeangravity",0.0604537474147368
"147","1","WALKING","angletBodyGyroscopeJerkMeangravityMean",-0.0187431910452632
"148","1","WALKING","angletBodyGyroscopeMeangravityMean",0.0130594907157895
"149","1","WALKING","angleXgravityMean",-0.729247201052632
"150","1","WALKING","angleYgravityMean",0.276953023473684
"151","1","WALKING","angleZgravityMean",0.0688589119894737
"152","1","WALKING","FFTBodyAccelerometerJerkmean",-0.224923904431407
"153","1","WALKING","FFTBodyAccelerometerJerkmeanFreq",-0.260343132610526
"154","1","WALKING","FFTBodyAccelerometerJerkstd",-0.187186729870456
"155","1","WALKING","FFTBodyAccelerometerMagnitudemean",-0.128623450629474
"156","1","WALKING","FFTBodyAccelerometerMagnitudemeanFreq",0.1906437244
"157","1","WALKING","FFTBodyAccelerometerMagnitudestd",-0.398032586842105
"158","1","WALKING","FFTBodyAccelerometermean",-0.148213899237895
"159","1","WALKING","FFTBodyAccelerometermeanFreq",-0.0149094029247719
"160","1","WALKING","FFTBodyAccelerometerstd",-0.180927154742561
"161","1","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.0571194000343158
"162","1","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.0938221807027368
"163","1","WALKING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.103492403002105
"164","1","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.319308593778947
"165","1","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.190663448793684
"166","1","WALKING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.381601911789474
"167","1","WALKING","FFTBodyBodyGyroscopeMagnitudemean",-0.199252568986316
"168","1","WALKING","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.268844367525895
"169","1","WALKING","FFTBodyBodyGyroscopeMagnitudestd",-0.321017953894737
"170","1","WALKING","FFTBodyGyroscopemean",-0.232677517955439
"171","1","WALKING","FFTBodyGyroscopemeanFreq",-0.0167389329248772
"172","1","WALKING","FFTBodyGyroscopestd",-0.328920775332982
"173","1","WALKING","tBodyAccelerometerJerkMagnitudemean",-0.141428809031579
"174","1","WALKING","tBodyAccelerometerJerkMagnitudestd",-0.0744717500625263
"175","1","WALKING","tBodyAccelerometerJerkmean",0.0327151122421053
"176","1","WALKING","tBodyAccelerometerJerkstd",-0.183104296731228
"177","1","WALKING","tBodyAccelerometerMagnitudemean",-0.136971176556842
"178","1","WALKING","tBodyAccelerometerMagnitudestd",-0.219688645631579
"179","1","WALKING","tBodyAccelerometermean",0.0495996122207018
"180","1","WALKING","tBodyAccelerometerstd",-0.143102274768421
"181","1","WALKING","tBodyGyroscopeJerkMagnitudemean",-0.298703679084211
"182","1","WALKING","tBodyGyroscopeJerkMagnitudestd",-0.325324878894737
"183","1","WALKING","tBodyGyroscopeJerkmean",-0.0586571142729825
"184","1","WALKING","tBodyGyroscopeJerkstd",-0.305381939340351
"185","1","WALKING","tBodyGyroscopeMagnitudemean",-0.160979552536842
"186","1","WALKING","tBodyGyroscopeMagnitudestd",-0.186978364526316
"187","1","WALKING","tBodyGyroscopemean",-0.00880539747778947
"188","1","WALKING","tBodyGyroscopestd",-0.290803294675965
"189","1","WALKING","tGravityAccelerometerMagnitudemean",-0.136971176556842
"190","1","WALKING","tGravityAccelerometerMagnitudestd",-0.219688645631579
"191","1","WALKING","tGravityAccelerometermean",0.194985105403509
"192","1","WALKING","tGravityAccelerometerstd",-0.965210943368421
"193","1","WALKING_DOWNSTAIRS","angletBodyAccelerometerJerkMeangravityMean",0.0899316865510204
"194","1","WALKING_DOWNSTAIRS","angletBodyAccelerometerMeangravity",-0.00269512515918367
"195","1","WALKING_DOWNSTAIRS","angletBodyGyroscopeJerkMeangravityMean",-0.0399768458163265
"196","1","WALKING_DOWNSTAIRS","angletBodyGyroscopeMeangravityMean",0.0633382849183673
"197","1","WALKING_DOWNSTAIRS","angleXgravityMean",-0.744483753469388
"198","1","WALKING_DOWNSTAIRS","angleYgravityMean",0.267245784693878
"199","1","WALKING_DOWNSTAIRS","angleZgravityMean",0.0650047072244898
"200","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkmean",-0.14822192032517
"201","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkmeanFreq",-0.19379393575034
"202","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkstd",-0.207543123267823
"203","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudemean",0.0965845343040816
"204","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudemeanFreq",0.119187142767959
"205","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudestd",-0.186530301073469
"206","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometermean",-0.0619317935689796
"207","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometermeanFreq",0.0167158620191837
"208","1","WALKING_DOWNSTAIRS","FFTBodyAccelerometerstd",-0.128853598502721
"209","1","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemean",0.0262184949326531
"210","1","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.0764915474326531
"211","1","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.104052260726531
"212","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.281963359177551
"213","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.190000706165102
"214","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.391919876612245
"215","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudemean",-0.185720285744898
"216","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.349613895469388
"217","1","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudestd",-0.398350390122449
"218","1","WALKING_DOWNSTAIRS","FFTBodyGyroscopemean",-0.146673770343537
"219","1","WALKING_DOWNSTAIRS","FFTBodyGyroscopemeanFreq",-0.0311929290312925
"220","1","WALKING_DOWNSTAIRS","FFTBodyGyroscopestd",-0.305093593355102
"221","1","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkMagnitudemean",-0.0894474807979592
"222","1","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkMagnitudestd",-0.0257877197081633
"223","1","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkmean",0.024277930837415
"224","1","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkstd",-0.153206761170748
"225","1","WALKING_DOWNSTAIRS","tBodyAccelerometerMagnitudemean",0.0271882914106122
"226","1","WALKING_DOWNSTAIRS","tBodyAccelerometerMagnitudestd",0.0198843506265306
"227","1","WALKING_DOWNSTAIRS","tBodyAccelerometermean",0.057234541629932
"228","1","WALKING_DOWNSTAIRS","tBodyAccelerometerstd",-0.0774449394348912
"229","1","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkMagnitudemean",-0.295463843346939
"230","1","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkMagnitudestd",-0.306510645530612
"231","1","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkmean",-0.04833186269
"232","1","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkstd",-0.331537883339456
"233","1","WALKING_DOWNSTAIRS","tBodyGyroscopeMagnitudemean",-0.0757412543673469
"234","1","WALKING_DOWNSTAIRS","tBodyGyroscopeMagnitudestd",-0.225724368061224
"235","1","WALKING_DOWNSTAIRS","tBodyGyroscopemean",-0.0119767683721088
"236","1","WALKING_DOWNSTAIRS","tBodyGyroscopestd",-0.236360730706803
"237","1","WALKING_DOWNSTAIRS","tGravityAccelerometerMagnitudemean",0.0271882914106122
"238","1","WALKING_DOWNSTAIRS","tGravityAccelerometerMagnitudestd",0.0198843506265306
"239","1","WALKING_DOWNSTAIRS","tGravityAccelerometermean",0.201048040468707
"240","1","WALKING_DOWNSTAIRS","tGravityAccelerometerstd",-0.927839388571429
"241","1","WALKING_UPSTAIRS","angletBodyAccelerometerJerkMeangravityMean",-0.0610838413018868
"242","1","WALKING_UPSTAIRS","angletBodyAccelerometerMeangravity",0.0960860761792453
"243","1","WALKING_UPSTAIRS","angletBodyGyroscopeJerkMeangravityMean",0.0656835692641509
"244","1","WALKING_UPSTAIRS","angletBodyGyroscopeMeangravityMean",-0.194699963113208
"245","1","WALKING_UPSTAIRS","angleXgravityMean",-0.647195664339623
"246","1","WALKING_UPSTAIRS","angleYgravityMean",0.334763277358491
"247","1","WALKING_UPSTAIRS","angleZgravityMean",0.0741663682075472
"248","1","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkmean",-0.526264729056604
"249","1","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkmeanFreq",-0.479207648050314
"250","1","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkstd",-0.523241430628931
"251","1","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudemean",-0.352395944716981
"252","1","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudemeanFreq",-0.0977433496415094
"253","1","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudestd",-0.416260101509434
"254","1","WALKING_UPSTAIRS","FFTBodyAccelerometermean",-0.342882735679245
"255","1","WALKING_UPSTAIRS","FFTBodyAccelerometermeanFreq",-0.366515669159748
"256","1","WALKING_UPSTAIRS","FFTBodyAccelerometerstd",-0.0765673745459119
"257","1","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.44265216245283
"258","1","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.085352409154717
"259","1","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.533059853773585
"260","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.634665082075472
"261","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.114277342454717
"262","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.693930521509434
"263","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudemean",-0.325961457396226
"264","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.219303376110566
"265","1","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudestd",-0.182985518264151
"266","1","WALKING_UPSTAIRS","FFTBodyGyroscopemean",-0.421894496666667
"267","1","WALKING_UPSTAIRS","FFTBodyGyroscopemeanFreq",-0.2647996462
"268","1","WALKING_UPSTAIRS","FFTBodyGyroscopestd",-0.32868714172956
"269","1","WALKING_UPSTAIRS","tBodyAccelerometerJerkMagnitudemean",-0.466503446226415
"270","1","WALKING_UPSTAIRS","tBodyAccelerometerJerkMagnitudestd",-0.478991622075472
"271","1","WALKING_UPSTAIRS","tBodyAccelerometerJerkmean",0.0250988308767296
"272","1","WALKING_UPSTAIRS","tBodyAccelerometerJerkstd",-0.51057061490566
"273","1","WALKING_UPSTAIRS","tBodyAccelerometerMagnitudemean",-0.129927630735849
"274","1","WALKING_UPSTAIRS","tBodyAccelerometerMagnitudestd",-0.324970929245283
"275","1","WALKING_UPSTAIRS","tBodyAccelerometermean",0.0447355127546541
"276","1","WALKING_UPSTAIRS","tBodyAccelerometerstd",-0.12550250965283
"277","1","WALKING_UPSTAIRS","tBodyGyroscopeJerkMagnitudemean",-0.59488286509434
"278","1","WALKING_UPSTAIRS","tBodyGyroscopeJerkMagnitudestd",-0.648553044339623
"279","1","WALKING_UPSTAIRS","tBodyGyroscopeJerkmean",-0.0683646364092453
"280","1","WALKING_UPSTAIRS","tBodyGyroscopeJerkstd",-0.607605055660377
"281","1","WALKING_UPSTAIRS","tBodyGyroscopeMagnitudemean",-0.126735589969811
"282","1","WALKING_UPSTAIRS","tBodyGyroscopeMagnitudestd",-0.14861931805283
"283","1","WALKING_UPSTAIRS","tBodyGyroscopemean",-0.019087029645283
"284","1","WALKING_UPSTAIRS","tBodyGyroscopestd",-0.349311531878616
"285","1","WALKING_UPSTAIRS","tGravityAccelerometerMagnitudemean",-0.129927630735849
"286","1","WALKING_UPSTAIRS","tGravityAccelerometerMagnitudestd",-0.324970929245283
"287","1","WALKING_UPSTAIRS","tGravityAccelerometermean",0.15193159781761
"288","1","WALKING_UPSTAIRS","tGravityAccelerometerstd",-0.940531890503145
"289","10","LAYING","angletBodyAccelerometerJerkMeangravityMean",-0.0121815291103448
"290","10","LAYING","angletBodyAccelerometerMeangravity",-0.0238729803927759
"291","10","LAYING","angletBodyGyroscopeJerkMeangravityMean",0.0583224275034483
"292","10","LAYING","angletBodyGyroscopeMeangravityMean",0.0199111335706897
"293","10","LAYING","angleXgravityMean",0.577222397758621
"294","10","LAYING","angleYgravityMean",0.213834852672414
"295","10","LAYING","angleZgravityMean",0.105926376896552
"296","10","LAYING","FFTBodyAccelerometerJerkmean",-0.97321535183908
"297","10","LAYING","FFTBodyAccelerometerJerkmeanFreq",0.0790880539801724
"298","10","LAYING","FFTBodyAccelerometerJerkstd",-0.975202465172414
"299","10","LAYING","FFTBodyAccelerometerMagnitudemean",-0.950848109137931
"300","10","LAYING","FFTBodyAccelerometerMagnitudemeanFreq",0.260388946262069
"301","10","LAYING","FFTBodyAccelerometerMagnitudestd",-0.944304974655172
"302","10","LAYING","FFTBodyAccelerometermean",-0.962608967643678
"303","10","LAYING","FFTBodyAccelerometermeanFreq",0.125787578114368
"304","10","LAYING","FFTBodyAccelerometerstd",-0.958003618229885
"305","10","LAYING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.968561121551724
"306","10","LAYING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.212826187810345
"307","10","LAYING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.965377553448276
"308","10","LAYING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.960976821551724
"309","10","LAYING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.202624700274138
"310","10","LAYING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.960772875517241
"311","10","LAYING","FFTBodyBodyGyroscopeMagnitudemean",-0.937692642586207
"312","10","LAYING","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.216535434472414
"313","10","LAYING","FFTBodyBodyGyroscopeMagnitudestd",-0.933701315344828
"314","10","LAYING","FFTBodyGyroscopemean",-0.959406574597701
"315","10","LAYING","FFTBodyGyroscopemeanFreq",0.0998968817477012
"316","10","LAYING","FFTBodyGyroscopestd",-0.964432286666667
"317","10","LAYING","tBodyAccelerometerJerkMagnitudemean",-0.976234435172414
"318","10","LAYING","tBodyAccelerometerJerkMagnitudestd",-0.967556980689655
"319","10","LAYING","tBodyAccelerometerJerkmean",0.0322269858159195
"320","10","LAYING","tBodyAccelerometerJerkstd",-0.97373164091954
"321","10","LAYING","tBodyAccelerometerMagnitudemean",-0.956781819655172
"322","10","LAYING","tBodyAccelerometerMagnitudestd",-0.940301654482759
"323","10","LAYING","tBodyAccelerometermean",0.0462558158793103
"324","10","LAYING","tBodyAccelerometerstd",-0.958069824482759
"325","10","LAYING","tBodyGyroscopeJerkMagnitudemean",-0.970830848965517
"326","10","LAYING","tBodyGyroscopeJerkMagnitudestd",-0.959632931551724
"327","10","LAYING","tBodyGyroscopeJerkmean",-0.0660875125770115
"328","10","LAYING","tBodyGyroscopeJerkstd",-0.972156973735632
"329","10","LAYING","tBodyGyroscopeMagnitudemean",-0.937590998793103
"330","10","LAYING","tBodyGyroscopeMagnitudestd",-0.927471165517241
"331","10","LAYING","tBodyGyroscopemean",0.0027106584854023
"332","10","LAYING","tBodyGyroscopestd",-0.962438001609195
"333","10","LAYING","tGravityAccelerometerMagnitudemean",-0.956781819655172
"334","10","LAYING","tGravityAccelerometerMagnitudestd",-0.940301654482759
"335","10","LAYING","tGravityAccelerometermean",-0.20782968091954
"336","10","LAYING","tGravityAccelerometerstd",-0.961426246787356
"337","10","SITTING","angletBodyAccelerometerJerkMeangravityMean",0.0412403814888889
"338","10","SITTING","angletBodyAccelerometerMeangravity",-0.000753881064814814
"339","10","SITTING","angletBodyGyroscopeJerkMeangravityMean",-0.0539752572944444
"340","10","SITTING","angletBodyGyroscopeMeangravityMean",0.00358191413875926
"341","10","SITTING","angleXgravityMean",-0.542518750925926
"342","10","SITTING","angleYgravityMean",0.108799259925926
"343","10","SITTING","angleZgravityMean",-0.121936849888889
"344","10","SITTING","FFTBodyAccelerometerJerkmean",-0.985461545925926
"345","10","SITTING","FFTBodyAccelerometerJerkmeanFreq",0.0949313421012963
"346","10","SITTING","FFTBodyAccelerometerJerkstd",-0.98690245617284
"347","10","SITTING","FFTBodyAccelerometerMagnitudemean",-0.955281010740741
"348","10","SITTING","FFTBodyAccelerometerMagnitudemeanFreq",0.221566081296296
